UnitID,Name,Color,Cost,Rarity,Type,Tribe,Min_HP,Min_ATK,Min_REC,Max_HP,Max_ATK,Max_REC,MaxLvl,Skill Name,Skill Description,CSkill Name,CSkill Description,Ability 1 Name,Ability 1 Description,Ability 2 Name,Ability 2 Description,Ability 3 Name,Ability 3 Description,Ability 4 Name,Ability 4 Description,Ability 1 Unlock,Ability 2 Unlock,Ability 3 Unlock,Ability 4 Unlock
462, Gawain , Red ,10,3, Stamina Type , Human None ,1704,644,459,3408,1287,918,40, Conquest Bullet , Greatly boost ATK/DEF of Stamina Types for 3 turns + Deal high damage proportional to max HP. , Smoking Gun ,"High damage to all enemies. The higher the HP, the more powerful the attack.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
463, Silver Bullets Gawain , Red ,20,4, Stamina Type , Human None ,2726,1030,734,4771,1802,1285,60, Conquest Bullet , Greatly boost ATK/DEF of Stamina Types for 3 turns + Deal high damage proportional to max HP. , Smoking Gun ,"High damage to all enemies. The higher the HP, the more powerful the attack.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
464, Smooth Trigger Gawain , Red ,30,5, Stamina Type , Human None ,3816,1774,1028,6134,2851,1652,80, Conquest Bullet Blaze , Greatly boost ATK/DEF of Stamina Types for 3 turns + Deal massive damage proportional to max HP. , Smoking Guns ,"Massive damage to all enemies. The higher the HP, the more powerful the attack.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
465, Truthful Tussler Lancelot , Green ,25,4, Balanced Type , Human None ,1798,1310,1003,3596,2620,2006,60, Arondight , Spawn a random Bomb Panel (XL) + Increase Green panel rate for 1 turn. , Sword of Healing , Medium damage to 1 enemy + Low boost to REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
466, Impeccable Honor Lancelot , Green ,35,5, Balanced Type , Human None ,3020,2096,1766,4782,3318,2795,80, Knight's Blade Arondight , Spawn a random Bomb Panel (XL) + Greatly increases Green panel rate for 1 turn. , Blade of Recovery , High damage to 1 enemy + Low boost to REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
467, Mordred the Retaliator , Blue ,25,4, Technical Type , Human None ,1872,1258,921,3744,2515,1842,60, Damocles , Greatly boost party ATK for 3 turns + Performs a strong counter + No Hearts. , Relentless Slash ,"High damage to 1 enemy. The lower the HP, the more powerful the attack.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
468, Torrid Traitor Mordred , Blue ,35,5, Technical Type , Human None ,2995,2012,1473,4742,3185,2333,80, Dark Sword Damocles , Massive boost to party ATK for 5 turns + Performs a strong counter + No Hearts. , Resentment Slash ,"Massive damage to 1 enemy. The lower the HP, the higher the damage.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
469, Tristan , Yellow ,10,3, Offense Type , Human None ,1152,998,453,2303,1995,905,40, Panzerfaust ,"Destroy all Hearts, dealing high damage to all enemies according to the number of panels destroyed.", Ground Razer , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
470, Pure-Hearted Tristan , Yellow ,20,4, Offense Type , Human None ,1842,1596,724,3224,2793,1267,60, Panzerfaust ,"Destroy all Hearts, dealing high damage to all enemies according to the number of panels destroyed.", Ground Razer , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
471, Explosives Specialist Tristan , Yellow ,30,5, Offense Type , Human None ,2579,2346,1014,4145,3770,1629,80, Panzerfaust ,"Destroy all Hearts, dealing high damage to all enemies according to the number of panels destroyed.", Crater Creator , Massive damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
472, Arthur , Red ,20,4, Balanced Type , Human None ,1645,1315,1010,3290,2630,2019,60, Crimson Excalibur , Destroy Blue (except for CP) for damage all enemies + Convert Green to Red Panels + Easy CP spawn 1 trn. , Red Lotus Justice , Medium damage to 1 enemy. Effective against Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
473, Tyrant Knight Arthur , Red ,30,5, Balanced Type , Human None ,2632,2104,1615,4230,3381,2595,80, Crimson Excalibur , Destroy Blue (except for CP) for damage all enemies + Convert Green to Red Panels + Easy CP spawn 1 trn. , Red Lotus Justice , Medium damage to 1 enemy. Effective against Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
474, King Draig , Red ,25,4, Offense Type , Dragon None ,2157,1679,462,4313,3358,923,60, Scarlet Dragon Lord's Roar , Increase chance of Red panels for 3 turns + Easy Crash Panel spawning (super boost). , Blaze Breath , Medium damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
475, Scarlet Dragon King Draig , Red ,35,5, Offense Type , Dragon None ,3450,2686,739,5463,4253,1170,80, Scarlet Dragon Lord's Roar , Increase chance of Red panels for 3 turns + Easy Crash Panel spawning (super boost). , King Blaze Breath , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
476, Fay , Green ,10,3, Recovery Type , Unidentified None ,1020,516,1003,2040,1032,2006,40, Grandmother's Love , Massive boost to REC for 3 turns + Increase Heart Panel rate + Recover low HP. , March of the Fairies , Medium damage to all enemies + Recover medium HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
477, Tender Wings Fay , Green ,20,4, Recovery Type , Unidentified None ,1632,826,1605,2856,1445,2808,60, Grandmother's Love , Massive boost to REC for 3 turns + Increase Heart Panel rate + Recover low HP. , March of the Fairies , Medium damage to all enemies + Recover medium HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
478, Time-Keeping Faerie Fay , Green ,30,5, Recovery Type , Unidentified None ,2285,1156,2246,3672,1857,3610,80, Grandmother's Devotion , Massive boost to REC for 3 turns + Increase Heart Panel rate + Recover low HP. , Fairy's Lead , Medium damage to all enemies + Recover high HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
479, Fool , Blue ,25,4, Technical Type , Deity None ,1815,1012,1071,3629,2024,2142,60, Azure Reverie's Folly ,"Convert all panels to Blue except for Hearts + However, lift chain to form CP by 2 (3 trn.).", Cryogenic Craft , Low damage to 1 enemy. Effective against Red units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
480, Diabolical Dunce Fool , Blue ,35,5, Technical Type , Deity None ,2903,1619,1714,4596,2564,2713,80, Azure Reverie's Folly ,"Convert all panels to Blue except for Hearts + However, lift chain to form CP by 2 (3 trn.).", Beautiful Sadist Loki SP , Low damage to 1 enemy. Effective against Red units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
481, Soho Takuan , Yellow ,10,3, Stamina Type , Human None ,1670,733,473,3339,1466,946,40, Wisdom of Zen , Greatly boost ATK/DEF of Humans in party for 3 turns + Adds 1 tap per turn. , Zen Blade , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
482, Monk Pioneer Soho Takuan , Yellow ,20,4, Stamina Type , Human None ,2671,1173,756,4675,2053,1324,60, Wisdom of Zen , Greatly boost ATK/DEF of Humans in party for 3 turns + Adds 1 tap per turn. , Zen Blade , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
483, Unfettered Mind Soho Takuan , Yellow ,30,5, Stamina Type , Human None ,3740,1642,1059,6011,2639,1702,80, Wisdom of Zen: Sharp Riposte , Massive boost to ATK/DEF of Humans in party for 3 turns + Adds 1 tap per turn. , Zen is Mightier than the Sword , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
484, Lagrange , Red ,30,4, Technical Type , Human None ,2014,1363,1038,4027,2726,2076,60, Lagrange Point ,"For 1 turn, boost to Red and Blue Panel rate + Boost party ATK (absorb Green, Yellow, Hearts for boost).", Lagrange! , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
485, Transcendental IQ Lagrange , Red ,40,5, Technical Type , Human None ,3222,2181,1661,5034,3408,2595,80, Lagrange Point ,"For 1 turn, boost to Red and Blue Panel rate + Boost party ATK (absorb Green, Yellow, Hearts for boost).", Lagrange! , Massive damage to 1 enemy ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
486, Overlapping Worlds Schrödinger , Red ,40,5, Balanced Type , Animal None ,2580,1784,1323,5160,3568,2646,80, Red Cat's Rage , Easy Crash Panel spawning for 2 turns (immense boost) + Convert Blue Panels to Red. , Filled Box , Massive damage to 1 enemy + High chance to inflict Virus. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
487, Enigmatic Code Turing , Green ,40,5, Stamina Type , Human Mech ,3823,1336,937,7646,2672,1873,80, Mean Green , Recover high HP 2 trn. + Absorb Yellow Panels to boost ATK and Hearts to boost DEF + No Hearts and Yellow. , Enigma Decipher , Massive damage to 1 enemy based on own max HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
488, Intuitive Objection Hempel , Blue ,40,5, Technical Type , Human None ,2221,1520,1695,4442,3039,3389,80, Raven Paradox , Convert Yellow Panels to Crash Panels + Red Panels to Blue. , Crow's Truth , Massive damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
489, Expanding Universe Hubble , Yellow ,40,5, Technical Type , Human None ,2177,1620,1581,4353,3240,3161,80, Cosmic Fireworks ,"Convert Green Panels to Crash Panels + Convert Red, Blue Panels to Hearts.", Cosmic Telescope , Massive damage to 1 enemy based on own REC. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
490, Grimm , Green ,20,4, Balanced Type , Human Unidentified ,1678,1223,937,3356,2445,1873,60, Ensnare , Reduce damages from Yellow enemies by 50% for 1 turn + Greatly enhances Crash Panels already spawned. , Sampling Books , High damage to 1 enemy. Effective against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
491, Shadow of Reaped Souls Grimm , Green ,30,5, Balanced Type , Human Unidentified ,2685,1956,1498,4315,3143,2408,80, Restrict , Reduce damage from Yellow enemies by 50% for 1 turn + Massively enhances Crash Panels already spawned. , Sampling Books , High damage to 1 enemy. Effective against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
492, Puss-In-Boots Perrault , Red ,25,4, Stamina Type , Animal Mech ,3072,1138,521,6144,2275,1042,60, Red Alert , Reduce damage 50% 1 trn. + Chance for Red Bombs to drop + High boost Red unit ATK 3 trn. , Buster Mode , Medium damage to 1 enemy. Effective against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
493, Bipedal Robo-Kitty Perrault , Red ,35,5, Stamina Type , Animal Mech ,4916,1820,833,7783,2881,1320,80, Red Alert , Reduce damage 50% 1 trn. + Chance for Red Bombs to drop + High boost Red unit ATK 3 trn. , Destroy Mode , High damage to 1 enemy. High effect against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
494, Hamelin , Green ,25,4, Technical Type , Human None ,1586,990,903,3171,1980,1806,60, Glissando Disaster , Convert Yellow Panels to Bombs + Massively boost Green unit ATK/REC for 3 turns. , Sleepy Lullaby , High damage to 1 enemy + Chance to inflict Sleep. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
495, Rodent Rouser Hamelin , Green ,35,5, Technical Type , Human None ,2537,1584,1445,4017,2508,2287,80, Glissando Disaster , Convert Yellow Panels to Bombs + Massively boost Green unit ATK/REC for 3 turns. , Sleepy Lullaby , High damage to 1 enemy + Chance to inflict Sleep. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
496, Gustav , Blue ,10,3, Offense Type , Human Animal ,1175,1016,480,2350,2032,960,40, Beast Energy , Reduce Red Panel spawning while greatly boosting Blue unit ATK/REC for 3 turns. , Tenacious Beast Attack , Low damage to 1 enemy. Effective against Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
497, Biased Beast Gustav , Blue ,20,4, Offense Type , Human Animal ,1880,1626,768,3290,2845,1344,60, Beast Energy , Reduce Red Panel spawn rate while greatly boosting Blue unit ATK/REC for 3 turns. , Passionate Petal Attack , Medium damage to 1 enemy. Effective against Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
498, Narcissistic Demon Gustav , Blue ,30,5, Offense Type , Human Animal ,2632,2276,1075,4230,3658,1728,80, Demonic Vitality , Reduce Red Panel spawn rate while massively boosting Blue unit ATK/REC for 3 turns. , Passionate Petal Attack , Medium damage to 1 enemy. Effective against Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
499, Rapunzel , Yellow ,25,4, Balanced Type , Human None ,1917,1294,1115,3834,2587,2229,60, Lethal Locks , Greatly boost Yellow Panel spawn rate for 3 turns + Convert Blue Panels to Yellow Panels. , Blinded by Yearning , Medium damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
500, Pulsing Locks Rapunzel , Yellow ,35,5, Balanced Type , Human None ,3068,2070,1783,4857,3277,2823,80, Lethal Locks , Greatly boost Yellow Panel spawn rate for 3 turns + Convert Blue Panels to Yellow Panels. , Decision of Hope , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
501, Rapunzel No More ,  ,35,5,  ,  ,2429,1639,1412,4857,3277,2823,80, Lethal Locks , Greatly boost Yellow Panel spawn rate for 3 turns + Convert Blue Panels to Yellow Panels. , Decision of Hope , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
502, Terabell , Red ,17,4, Offense Type , Human Mech ,1227,1286,459,2453,2571,917,60, Heartbreak Ignition , Boost Red unit ATK for 3 turns (absorbing Hearts enhances effect). , Rose Barrage Launcher , Medium damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
503, Explosive Enthusiast Terabell , Red ,26,5, Offense Type , Human Mech ,1963,2056,733,3215,3368,1201,80, Heartbreak Ignition , Boost Red unit ATK for 3 turns (absorbing Hearts enhances effect). , Rose Barrage Launcher , Medium damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
504, Haydn Ogre , Green ,17,4, Offense Type , Animal Unidentified ,1331,1375,416,2662,2749,831,60, Hidden Malice , Massive boost to Green unit ATK/DEF for 3 turns + Convert Red Panels to Green Panels. , Villain's Fist , Medium damage to 1 enemy. Effective against Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
505, Tyrannical Overflow Haydn Ogre , Green ,26,5, Offense Type , Animal Unidentified ,2130,2199,665,3488,3602,1088,80, Hidden Malice , Massive boost to Green unit ATK/DEF for 3 turns + Convert Red Panels to Green Panels. , Villain's Fist , Medium damage to 1 enemy. Effective against Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
506, Gothel , Blue ,17,4, Technical Type , Human Mech ,1350,874,784,2699,1747,1567,60, Formation: Assault , Deal high damage when hit by enemy and greatly boost Blue unit REC for 3 turns. , Isolation System , Medium damage to 1 enemy + Low boost to all unit DEF for 1 turn ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
507, Overprotective Grounder Gothel , Blue ,26,5, Technical Type , Human Mech ,2159,1398,1253,3536,2289,2053,80, Formation: Intercept , Deal high damage when hit by enemy and massively boost Blue unit REC for 3 turns. , Confinement System , High damage to 1 enemy + Low boost to all unit DEF for 1 turn ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
508, G-Star Children , Yellow ,17,4, Stamina Type , Unidentified None ,2061,971,462,4121,1942,923,60, Monster Parade , Massive boost to ATK and Yellow unit DEF for 3 turns. , Roar of the Jungle , Low damage to 1 enemy. Effective against Animals. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
509, Pure Malice G-Star Children , Yellow ,26,5, Stamina Type , Unidentified None ,3297,1554,738,5400,2545,1209,80, Monster Carnival , Super boost ATK and massively boost Yellow unit DEF for 3 turns. , Roar of the Monster , Medium damage to 1 enemy. High effect against Animals. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
510, Hellish Halitosis Hyuga , Red ,17,4, Offense Type , Dragon None ,1518,1299,357,3035,2597,714,60, Lava Explosion , Deal high Red damage to all enemies. , Burning Flame , Deal damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
511, Melter of Crimson Air Hyuga , Red ,26,5, Offense Type , Dragon None ,2428,2077,571,3977,3402,936,80, Lava Eruption , Deal massive Red damage to all enemies. , Burning Meteo , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
512, Xmas Belial - Holy Insurgent , Red ,20,4, Offense Type , Deity None ,1680,1453,586,3360,2906,1172,60, Holy Night - Stampede , High Red damage to 1 enemy. , Ominous Gift , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
513, Xmas Belial - Inferno Sleigh , Red ,30,5, Offense Type , Deity None ,2688,2325,938,4320,3736,1507,80, Holy Night - Chant , Massive Red damage to 1 enemy. , Ominous Gift , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
514, Santa Claus Ose , Green ,20,4, Offense Type , Deity None ,1714,1396,598,3427,2792,1196,60, Xmas Eve Gift , Spawn 1 Special Crash Panel (high damage). , Jingle Bells , Medium damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
515, Santa Claus Ose - Gift Giver , Green ,30,5, Offense Type , Deity None ,2742,2234,957,4406,3590,1538,80, Xmas Eve Gift , Spawn 1 Special Crash Panel (high damage) at random. , Jingle Bells , Medium damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
516, Saintly Mother Maria , Blue ,25,4, Recovery Type , Human None ,1340,826,1628,2679,1652,3255,60, Carol Singing , Recover low HP and boost REC massively for 3 turns + Convert Yellow panels to Hearts. , Xmas Jingle , Recover medium HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
517, Midwinter Nativity Maria , Blue ,35,5, Recovery Type , Human None ,2143,1321,2604,3393,2092,4122,80, Bows of Holly , Recover low HP and boost REC massively for 3 turns + Convert Yellow panels to Hearts. , Christmas Carols , Recover high HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
518, Secret Angel Mikaela , Yellow ,20,4, Offense Type , Deity Mech ,1729,1439,574,3457,2877,1148,60, Angelic Gift , Massive Yellow damage to 1 enemy. , Night Fortune , High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
519, Twilight Seraphim Mikaela , Yellow ,30,5, Offense Type , Deity Mech ,2766,2302,918,4445,3699,1475,80, Angelic Treatment ,"Deal immense Yellow damage to 1 enemy + However, increases chain to form Crash Panels by 3 (for 4 turns).", Night Blessing , Massive damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
520, Fire Santa Duck , Red ,99,5, Enhance Mat. , Unidentified None ,25,8,6,25,8,6,1, Santa Duck Gift , Use this as enhancing material to gain a massive amount of EXP! , Merry Christmas! , No effect ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
521, Forest Santa Duck , Green ,99,5, Enhance Mat. , Unidentified None ,26,8,7,26,8,7,1, Santa Duck Gift , Use this as enhancing material to gain a massive amount of EXP! , Merry Christmas! , No effect ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
522, Aqua Santa Duck , Blue ,99,5, Enhance Mat. , Unidentified None ,25,8,7,25,8,7,1, Santa Duck Gift , Use this as enhancing material to gain a massive amount of EXP! , Merry Christmas! , No effect ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
523, Thunder Santa Duck , Yellow ,99,5, Enhance Mat. , Unidentified None ,25,8,7,25,8,7,1, Santa Duck Gift , Use this as enhancing material to gain a massive amount of EXP! , Merry Christmas! , No effect ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
524, New Year Duck , Yellow ,99,6, Coin Type , Unidentified None ,16,16,16,16,16,16,1, Selling Material (2016 New Year's) , Get one million Bits by selling this unit! , Happy New Year 2016 ,"No effect, but happy new year!",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
525, Winter Sports Miku , Blue ,17,4, Recovery Type , Unidentified None ,1160,665,1239,2320,1330,2478,60, Snow Allegro March , Recover low HP and massively boost REC for 3 turns. , Upbeat , Recover high HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
526, Snow Miku & Rabbit Yukine , Blue ,26,5, Recovery Type , Unidentified None ,1520,872,1624,3040,1743,3247,80, Snow Allegro March , Recover low HP and massively boost REC for 3 turns. , Upbeat , Recover high HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
527, Hatsune Miku V3 , Yellow ,20,4, Balanced Type , Unidentified None ,1630,1221,1017,3259,2441,2033,60, V3 Improve , Spawn three Special Crash Panels. , Polished Voice , Deal high damage to 1 enemy based on own REC. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
528, New Era Hatsune Miku V3 , Yellow ,30,5, Balanced Type , Unidentified None ,2607,1891,1626,4190,3039,2613,80, V3 Improve , Spawn three Special Crash Panels. , Polished Voice , Deal high damage to 1 enemy based on own REC. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
529, Wintry Jerry , Red ,1,1, Offense Type , Unidentified None ,375,305,123,750,610,246,10, Snowflame , Low Red damage to all enemies. , Winter Flame , Low damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
